Sample,,,,,,,[8871] 2-hydroxypyridine [6.519] Results,[107689] L-(+) lactic acid [6.851] Results,[757] glycolic acid [7.049] Results,[5950] L-alanine 1 [7.4748] Results,[C8] Methyl Caprylate [7.812] Results,[971] oxalic acid [7.883] Results,[6287] L-valine 2 [9.151] Results,[C9] Methyl Pelargonate [9.248] Results,[5951] L-serine 1 [9.706] Results,[6106] L-leucine 2 [9.945] Results,[1004] phosphoric acid [9.966] Results,[791] DL-isoleucine 2 [10.225] Results,[145742] L-proline 2 [10.321] Results,[750] glycine [10.456] Results,[1110] succinic acid [10.509] Results,[C10] Methyl Caprate [10.647] Results,[439194] glyceric acid [10.735] Results,[760] glyoxylic acid [10.813] Results,[638129] citraconic acid [10.792] Results,[444972] fumaric acid [10.94] Results,[5951] L-serine 2 [11.174] Results,[5950] L-alanine 2 [11.182] Results,[439742] beta-cyano-L-alanine [11.288] Results,[6288] L-threonine 2 [11.464] Results,[239] Beta- alanine  1 [12.044] Results,[12647] L-homoserine 2 [12.359] Results,[92824] D-malic acid [12.794] Results,[C12] Methyl Laurate [13.250] Results,[5960] aspartic acid 2 [13.207] Results,[7405] L-pyroglutamic acid [13.218] Results,[119] gamma-aminobutyric acid (GABA) [13.326] Results,[5460407] threonic acid [13.652] Results,[51] alpha ketoglutaric acid [13.859] Results,[236] L-asparagine 1 [14.496] Results,[33032] L-glutamic acid 2 [14.398] Results,[236] L-asparagine 1 [14.496] Results,"[428] 1,3-diaminopropane 1 [14.708] Results",[236] L-asparagine 2 [14.984] Results,[C14] Methyl Myristate [15.597] Results,[827] ribitol [15.66] Results,[754] glycerol 1-phosphate [16.056] Results,[738] L-glutamine 3 [16.092] Results,[8742] shikimic acid [16.433] Results,[311] citric acid [16.615] Results,[94214] methyl-beta-D-galactopyranoside   [16.935] Results,[190] adenine 1 [17.066] Results,[6508] quinic acid [17.076] Results,[5984] fructose 2 [17.288] Results,[448388] D-allose 1 [17.278] Results,[C16] Methyl Palmitate [17.723] Results,[24749] D-glucose 1 [17.426] Results,[5962] L-lysine 2 [17.643] Results,[448388] D-allose 2 [17.521] Results,[6057] tyrosine 2 [17.871] Results,[6251] D-mannitol [17.81] Results,[128869] galactonic acid 2 [18.504] Results,[985] palmitic acid [18.846] Results,[204] allantoin 3 [19.167] Results,[445858] ferulic acid [19.312] Results,[101713] glucoheptonic acid 2 [19.615] Results,[892] myo-inositol [19.354] Results,[5281] stearic acid [20.675] Results,[C20] Methyl Eicosanoate [21.441] Results,[439958] D-glucose-6-phosphate 2 [21.558] Results,[5202] serotonin 1 [22.532] Results,[5202] serotonin 2 [22.767] Results,[C22] Methyl Docosanoate [23.082] Results,[60961] adenosine [23.825] Results,[5988] Sucrose [23.988] Results,[C24] Methyl Linocerate [24.603] Results,[6255] maltose 1 [24.702] Results,[16219560] lactobionic acid 1 [24.583] Results,[441422] beta-gentiobiose 2 [25.42] Results,[C26] Methyl Hexacosanoate [26.023] Results,[439451] galactinol 2 [26.479] Results,[C28] Methyl Octacosanoate [27.349] Results,[C30] Methyl Triacontanoate [28.723] Results
,!,S4A3,251118_010.D,Sample,,11/18/2025 8:55 PM,,689,96,85019,12051,157907,7043,11009,933,4275,880089,3766,3886,60964,4810,16787,4029,1008,461,1296,55429,28777,3439,9840,1546,2904,73865,23413,58708,106141,1229,7145,1309,10496,120056,13373,3298,501102,34981,27231,10140,5285,3697,59949,2987,2142,11872,13714,8504,42809,16128,2471,3164,7543,17556,5353,21053,1422,3889,8084,71264,11347,19778,1759,3331,5793,23337,14354,1365170,18719,24540,507,211,14055,3486,11636,5140
,!,S2B11,251118_011.D,Sample,,11/18/2025 9:24 PM,,102,48,12889,14066,13459,1602,10546,379,1275,1190436,378,1314,11148,2389,19754,8545,1028,733,1806,46510,15412,448,5418,763,1085,64026,23389,143011,100364,1542,3940,3361,1054,90161,1094,2183,18331,27503,25825,6835,2186,3434,25303,3350,493,26468,4915,8661,38692,10652,624,2058,1086,19714,3991,23161,293,525,9173,44138,13333,20964,2193,868,1473,19523,4887,1318602,16962,10680,629,444,12889,4786,11652,5380
,!,S4A4,251118_012.D,Sample,,11/18/2025 9:54 PM,690,209,89,112029,8709,261098,6354,13679,529,8271,942282,3816,5675,46157,4436,16176,5553,2771,325,1654,40580,40238,3365,7721,1078,2252,116046,23402,65002,105076,1232,8552,1575,8995,106834,6808,2805,318897,30115,24850,7499,3742,2468,63023,3127,2247,9062,20267,10683,40382,22950,2367,3905,7309,17267,4749,25287,806,4439,11294,86031,16660,20421,,2046,2180,20659,17133,1690902,24619,12964,515,399,15074,2946,12004,5942
,!,S2B19,251118_013.D,Sample,,11/18/2025 10:23 PM,,659,178,105582,11441,315485,10372,12653,1414,10998,1000374,8133,17098,164948,4720,18402,3913,1241,470,2585,114917,54018,4469,16614,3519,4327,76840,25918,104446,259533,1814,6216,1553,23416,304320,4286,4473,568117,30292,30223,12645,14834,4996,75252,7125,955,21617,14907,10628,41768,28324,5687,4316,18999,25901,4746,30014,1609,2220,11010,108997,22346,20217,2225,5069,8765,21872,11375,1392099,21021,13577,2224,518,18463,1936,10105,5694
,!,S2B16,251118_014.D,Sample,,11/18/2025 10:53 PM,527,911,85,150775,11537,194539,5204,10990,1484,15181,1230853,4556,17873,122731,8668,20187,3815,2156,341,4075,109003,85973,323,7550,1128,1449,157471,21733,118897,206961,1749,4988,3772,848,130929,507,2877,8047,26651,24656,8355,7505,1509,103160,4656,599,3515,27138,8235,36807,67206,2329,10143,8411,17074,3375,27884,378,315,9420,51985,19777,22797,1107,1505,2818,18386,7602,1767696,25301,17486,803,489,15074,6529,12779,5617
,!,S2B28,251118_015.D,Sample,,11/18/2025 11:22 PM,458,726,50,139272,11729,19412,5626,6784,704,10233,844288,4291,10156,21785,2509,11492,3308,896,244,5099,180870,65819,2524,6966,2479,2822,234566,21917,177707,197248,2490,4622,3132,4569,286166,663,3032,149000,26468,28804,7800,15000,3078,504868,6954,466,8463,24011,50411,2627,500251,5978,47151,11555,11226,3085,26212,721,1115,8910,35374,18060,18031,2535,4695,3953,21181,7079,1795693,20480,29811,1488,275,15931,104336,11685,5582
,!,S4A33,251118_016.D,Sample,,11/18/2025 11:52 PM,244,812,53,91662,11969,12340,5098,8772,449,9471,834236,4437,8035,8525,3762,12510,4543,1568,324,1735,73820,36094,1130,9240,2411,2445,122363,23297,52353,156066,2749,4692,4918,3501,250339,3800,2267,80044,28212,23418,6186,1593,2034,647090,3148,1422,5584,22438,8046,40001,172926,1914,19951,6618,29663,4604,26558,865,3153,9164,67054,20307,21016,,3370,4028,20725,12343,1405377,17528,29667,4729,488,18032,85776,12185,5471
,!,S2B26,251118_017.D,Sample,,11/19/2025 12:21 AM,,85,,65026,10452,132706,6306,9194,1598,2710,1099714,1776,4042,55606,3414,16034,6084,1347,415,1775,110256,50338,5691,23737,2718,4958,119226,20983,187513,374460,5270,7935,1537,24460,530650,27047,6677,713543,30257,32019,16949,40878,22134,296504,7981,1502,90616,12737,23764,38557,62177,3461,9191,9108,22187,7336,22559,1661,1263,11241,119089,16113,25775,,4166,4267,19415,14072,1425449,20897,54788,6926,761,17504,3997,10770,5467
,!,S2B8,251118_018.D,Sample,,11/19/2025 12:51 AM,,483,82,54209,11177,14354,5123,8000,418,4180,1102242,2958,5435,30704,2776,12077,3724,1313,377,1574,67013,34940,3433,15603,2337,2767,99875,20689,193966,304350,3913,7576,1022,18065,349001,3135,4724,396643,24948,26818,19980,12327,11178,107213,5920,871,56454,18429,17051,37428,62205,3231,9707,7723,22599,7255,18589,994,1155,9496,125004,12095,19454,2750,1112,1512,20912,8493,1779831,18356,18279,2259,309,15437,3456,10254,5457
,!,S2B7,251118_019.D,Sample,,11/19/2025 1:20 AM,502,724,60,87227,8712,320071,8001,11966,766,3012,1093628,2851,3610,59808,3238,13686,5235,1080,439,2168,97877,47611,3267,18014,1568,4296,121241,21888,93602,291329,1501,6743,1902,17171,251516,12933,5284,386181,28785,29278,13348,14646,13643,122338,5500,956,60327,13003,13260,37866,53340,2984,6874,6822,20906,6208,21660,1043,1528,8498,100827,15056,18192,1489,1137,2523,19957,7671,1757415,19106,9317,1231,470,12161,3256,11847,5682
,!,S4A12,251118_020.D,Sample,,11/19/2025 1:49 AM,538,491,,65315,7028,209903,3237,9989,644,5206,832973,2657,5504,16869,2490,15208,6356,1061,416,4438,38804,26081,3625,11955,1707,3335,94269,20346,77695,143721,55523,7057,646,13956,198519,1169,3445,416812,34454,23995,9983,6727,6440,201088,3574,2706,32183,60462,8876,34616,55917,3782,7720,7089,18150,7082,17097,938,740,10783,85347,13278,17741,,1757,979,19663,12901,1300318,18749,22120,3484,664,13899,4917,11366,5479
,!,S2B10,251118_021.D,Sample,,11/19/2025 2:19 AM,654,698,126,13842,10889,17101,1439,6874,630,1224,1109656,492,901,8891,1819,14336,2727,807,338,1422,25771,22435,292,2657,593,685,53366,18263,73179,76011,1372,2638,3201,1374,39711,599,1801,7990,28972,22362,7594,1289,2674,28424,3988,702,5381,5573,10719,31131,11814,858,1579,3018,18834,3020,16776,449,386,9246,36122,9786,19836,1723,1326,2237,17406,5365,1426275,15536,9784,781,245,13162,1265,10631,4349
,!,S2B27,251118_022.D,Sample,,11/19/2025 2:48 AM,417,869,108,56110,5644,325974,6039,10431,1136,3594,1085385,2552,5825,71907,3693,17406,5198,1159,351,1249,77825,38884,4181,16221,3960,3239,32058,21009,158641,346072,2059,5036,1132,28678,364967,4722,6451,566096,31691,25931,15252,15433,7291,96269,8111,1050,56146,17720,19637,34488,27673,4662,4707,6938,27454,4872,13974,1146,1329,9835,104130,7977,19262,2299,3138,4247,18543,7460,1389575,18642,26649,4444,539,12579,2235,9416,4822
,!,S4A10,251118_023.D,Sample,,11/19/2025 3:18 AM,,489,86,29309,9795,8728,2825,8069,606,1356,807071,1151,1790,22888,2189,15135,7828,1042,438,1035,45300,19066,3450,11569,2456,2496,177799,23755,183822,140380,1835,8298,3224,12254,100380,10404,2650,362784,30114,24101,10254,13252,10814,91438,3103,1620,47835,14434,9663,38936,52189,1511,7887,3246,18235,4660,20147,1207,1940,8815,93943,12882,22905,2370,2083,2148,20273,12145,1830266,21687,20226,1279,295,12977,10180,11391,4730
,!,S4A16,251118_024.D,Sample,,11/19/2025 3:47 AM,340,131,115,47522,9604,10050,5017,6399,212,7136,766463,3852,10336,37395,4456,12104,3367,1186,220,1497,38864,29282,1885,5847,610,2577,56732,18358,76682,143172,1564,5086,1017,9063,113730,636,2969,123421,24964,21536,7293,4295,1765,113785,1987,1979,5053,7140,7405,33509,22117,2499,3787,7833,18083,3409,14239,1210,1791,7916,67772,11853,18336,2176,2852,1990,19614,11460,1423144,16627,10731,2370,269,11821,3836,9496,5146
,!,S2B13,251118_025.D,Sample,,11/19/2025 4:17 AM,444,20,50,11528,9648,17515,1137,4318,378,904,813116,699,732,3987,1827,7654,2832,673,225,880,17108,12511,404,3567,741,380,37154,14451,60024,140968,1351,3537,867,1625,101209,774,1676,12259,19281,22230,6286,1064,8613,62329,3034,378,21055,4014,7578,32785,11126,820,1702,1490,12813,2441,17731,381,281,8361,48229,11807,14631,1989,1797,1501,14769,3023,1377032,17074,11231,1452,241,10864,1054,7868,4340
,!,S4A29,251118_026.D,Sample,,11/19/2025 4:46 AM,390,805,87,49224,8864,8103,4552,6630,429,11405,827830,5731,8948,26434,4660,12966,4524,1193,310,2264,107056,39310,1218,8372,2177,2166,114433,18558,163778,221190,1684,4360,1559,7482,163049,4129,2739,112833,22059,20395,6050,6127,1404,551764,3105,1773,5162,8422,6962,30829,23394,3736,3547,10396,16945,3478,11918,887,2519,8239,61887,7972,18840,1611,2621,1958,20885,14556,1814639,16290,27714,527,420,13409,53388,10660,3798
,!,S2B1,251118_027.D,Sample,,11/19/2025 5:16 AM,,147,131,3703,9930,111038,2078,9892,408,3167,829406,1121,1281,6358,1368,13296,1708,1125,308,883,14236,7343,192,3527,806,271,13159,20274,96940,75681,898,2268,544,977,27259,125,1403,3114,22619,17919,6727,142,1677,22738,2949,393,4018,1832,7625,30785,4843,967,1415,2088,13050,2239,20694,290,127,5995,19524,13153,16558,2598,1736,1926,16715,2045,734040,12555,6875,608,325,10463,773,8138,4424
,!,S4A26,251118_028.D,Sample,,11/19/2025 5:45 AM,,,102,10593,9732,13504,2896,8346,,1535,811538,1092,1498,10538,2334,13225,5273,956,191,1210,33608,15506,1326,10142,1061,935,46645,17967,76076,221579,1881,4044,460,8093,156595,3185,2584,96180,28125,21996,7872,4439,10795,37038,2939,1310,45062,9652,8234,30303,15874,1197,3000,2972,16887,3179,16404,708,1675,8308,90746,11206,19146,2475,1227,1165,17647,7116,1512389,14972,18597,1216,535,12536,2842,9761,4519
,!,S2B30,251118_029.D,Sample,,11/19/2025 6:15 AM,,782,94,106136,10454,154314,3445,7137,1026,12916,979094,6260,11922,62259,3444,12365,4541,789,223,4089,203894,90902,1222,7571,2408,2109,266781,19954,65328,189537,1737,4028,4902,6129,136923,3366,3300,58273,21793,21118,7702,6453,1819,641350,4763,666,5502,20697,9860,29007,181670,5660,19849,14035,17089,2980,20058,739,941,7603,37176,12449,15850,3429,2717,2458,14960,11400,1777408,18017,14843,918,419,15112,109531,8983,4201
,!,S2B23,251118_030.D,Sample,,11/19/2025 6:44 AM,,761,,24377,8829,202125,1267,9022,359,649,977024,609,1079,14766,1795,12751,4694,1458,371,1410,24482,33624,257,3581,706,794,82227,19583,93714,94298,2432,3585,3903,1282,27987,660,1994,5779,25700,21783,6016,961,2193,33099,3295,469,5844,7521,9033,28152,15469,907,2425,1219,14360,3396,21670,299,224,6868,33346,16816,15447,2114,1127,1109,16003,6733,1441788,14133,9553,726,222,11737,1544,9838,4522
,!,S4A1,251118_031.D,Sample,,11/19/2025 7:13 AM,,833,,5634,8073,103498,1595,8837,196,1748,689493,677,2013,5866,2047,10996,2929,839,369,631,12780,6231,661,3811,1131,548,19286,15141,81185,63045,1142,4352,371,4236,41960,304,1396,35178,23330,16762,4576,556,1691,33903,1721,701,8834,4822,5579,30830,8710,1514,2023,2464,10281,2004,18131,385,1520,6357,37766,11441,17463,3080,749,709,17862,4774,1101623,12767,12270,820,222,10111,885,8641,4269
,!,S4A13,251118_032.D,Sample,,11/19/2025 7:43 AM,,106,,44849,9511,19003,3943,6800,383,2179,852563,2133,2177,29043,3486,11292,6322,1433,313,1325,42154,43923,1810,9356,1707,2770,125626,20576,47311,227056,1613,7655,766,13577,158245,627,3245,178206,25451,18759,10044,5419,13532,158694,2906,2165,57802,14729,7169,29315,21117,2900,3859,6192,20251,4421,14022,1595,2346,9393,99123,11685,15549,2526,2708,2099,15654,15315,1789652,16437,18333,918,382,12106,1514,8522,4058
,!,S4A11,251118_033.D,Sample,,11/19/2025 8:12 AM,356,761,130,28664,10401,152384,3065,8735,231,2029,759510,1008,2114,25118,2909,11950,8397,1438,334,965,29981,29877,1717,7743,1439,1599,83797,20702,77259,237748,1400,7889,866,8695,177659,1007,2280,111399,22771,17873,8033,3347,11097,225790,2520,1311,44343,8961,6604,28513,18880,1375,3184,3326,16320,3803,13414,782,1942,7860,73446,9646,14394,2063,1418,1240,14625,8882,1396256,16581,18041,1983,275,10084,2424,8021,3708
,!,S4A20,251118_034.D,Sample,,11/19/2025 8:42 AM,548,387,125,31850,8530,19565,4046,5496,,5102,800953,4291,8137,24016,3504,10450,3778,1195,258,1177,31480,36230,1953,5824,1671,1360,94784,17357,72440,222593,1037,6349,245,11378,146744,563,2185,123348,24219,22189,10208,3211,3634,104299,2281,2275,12075,15344,6961,30062,10615,2098,1628,12797,10341,3259,10594,822,1751,8383,86969,5934,15956,2626,1807,1387,16707,12142,1718430,14999,17316,793,314,10732,2050,9365,3393
,!,S4A5,251118_035.D,Sample,,11/19/2025 9:11 AM,,712,121,41401,7938,20679,3058,5096,201,3106,693377,2314,2571,13978,2135,11358,3620,691,205,1075,31033,46284,997,4699,622,1491,71740,18395,28237,90251,1050,4083,608,7602,35736,3246,1795,62987,23973,19468,4727,1235,1561,53726,1743,1479,5158,14521,4944,28567,16632,2061,3096,4344,10361,2485,16124,767,1414,7818,51259,11249,17766,2082,1557,1038,14557,7710,1210206,14034,8523,434,354,9614,1300,8204,3355
,!,S4A23,251118_036.D,Sample,,11/19/2025 9:41 AM,493,693,140,13055,9096,10528,1787,6168,,759,763273,682,933,14020,1851,10400,3588,1379,520,1115,38352,19458,918,5113,802,1471,99845,18227,107713,111993,1342,5979,1963,4405,36281,2024,1836,31874,21701,18452,6061,4523,3679,125577,2205,1281,16093,10355,7221,25518,17576,857,2757,2093,14964,3893,14380,563,1946,6960,64436,10247,14930,1958,972,989,15024,9106,1385034,15478,14620,880,375,11347,2475,7270,3296
,!,S2B14,251118_037.D,Sample,,11/19/2025 10:10 AM,628,,,3950,7447,11681,1132,6872,194,1319,806690,944,1200,4514,1765,10181,3280,476,347,850,15478,9827,293,3491,823,506,31687,16837,88002,116372,1992,3178,644,1427,38502,631,1066,5943,19619,15893,4952,251,2364,61800,2705,334,7443,2289,6600,26019,6894,710,1131,2317,11967,2223,12927,420,189,6694,36427,9583,12917,2011,780,816,14612,1779,950584,14623,10160,1396,559,10549,884,7635,3131
,!,S2B5,251118_038.D,Sample,,11/19/2025 10:39 AM,,496,132,90907,7384,98002,2889,7971,679,5165,1097794,2171,3658,16506,2342,10987,2824,794,276,2353,43850,132875,191,4219,813,755,141224,18184,46948,127949,1005,3001,2748,1300,24825,403,2046,4733,19868,16086,6026,1039,1872,47338,2593,418,3540,46507,5858,25418,119750,1372,13618,3916,11178,2119,19712,411,203,6687,38593,10333,15974,,1419,1619,14857,3956,1388289,16419,10274,2685,345,10175,1712,8243,4012
,!,S4A17,251118_039.D,Sample,,11/19/2025 11:09 AM,,590,83,20421,7804,19465,2515,5674,108,2512,363868,2155,1278,18216,2094,10068,4045,680,327,1237,18420,23973,522,3990,1112,1161,61111,17173,56472,105892,603,3217,577,2527,53562,1286,1342,15517,18677,15781,4353,1495,5322,90142,2295,1159,39638,7125,3940,27642,14081,812,2773,6105,7389,2139,15562,395,1753,6448,52849,12237,15447,,1197,1438,12994,5968,1347823,12540,15066,770,264,10854,2831,8561,2971
,!,S4A7,251118_040.D,Sample,,11/19/2025 11:38 AM,497,,,23280,3894,195179,2095,7481,403,1721,754746,884,1134,23315,1849,10514,4887,1035,208,1546,33698,26374,811,4960,707,1301,89189,17620,75625,104920,865,5075,1865,4102,26485,1389,1769,21145,20722,17930,5127,1534,4432,47359,2589,1058,13230,17055,7080,26920,21739,1014,3380,2153,14002,2961,14756,380,2046,7142,59929,11638,14577,2204,885,1086,17793,9851,1805769,13014,14282,752,417,10027,1457,7414,3669
,!,S2B20,251118_041.D,Sample,,11/19/2025 12:08 PM,,535,67,46881,8340,13977,5148,4725,659,4964,895160,4359,5461,69032,2543,9025,2491,1101,194,1301,73852,74347,2286,8303,2319,2936,74838,16849,78797,241989,1324,4292,1246,19552,116272,8144,3616,156145,20726,22244,10112,5469,3195,54655,3905,610,13048,19071,9683,25082,26166,3186,4454,13779,17036,3840,13393,595,1113,7511,88137,8810,14113,2045,3588,4371,16176,8296,1480892,15192,7012,1079,291,8440,1573,6855,3544
,!,S4A30,251118_042.D,Sample,,11/19/2025 12:37 PM,,609,75,57165,6531,125122,5098,8019,243,9295,809267,5865,7783,20791,4091,12201,5593,1202,444,1708,72823,63055,802,8153,2025,1421,97262,12966,58039,176348,1442,3428,2371,5529,84882,2228,2702,37356,24144,16942,5724,2122,1553,486943,2938,1458,3871,16911,6829,23337,43138,2013,7336,6198,16450,2933,12988,525,2400,6391,60079,9499,12756,,1527,996,15825,10222,1804990,12230,26793,5615,225,9162,45495,7286,3140
