Sample	Rawname	[757] glycolic acid [7.049] Results	[5950] L-alanine 1 [7.4748] Results	[971] oxalic acid [7.883] Results	[1004] phosphoric acid [9.966] Results	[750] glycine [10.456] Results	[439194] glyceric acid [10.735] Results	[5951] L-serine 2 [11.174] Results	[5950] L-alanine 2 [11.182] Results	[439742] beta-cyano-L-alanine [11.288] Results	[6288] L-threonine 2 [11.464] Results	[239] Beta- alanine  1 [12.044] Results	[92824] D-malic acid [12.794] Results	[649] 5,6-dihydrouracil 2 [12.773] Results	[338] salicylic acid [13.075] Results	[5960] aspartic acid 2 [13.207] Results	[7405] L-pyroglutamic acid [13.218] Results	[119] gamma-aminobutyric acid (GABA) [13.326] Results	[5460407] threonic acid [13.652] Results	[51] alpha ketoglutaric acid [13.859] Results	[236] L-asparagine 1 [14.496] Results	[33032] L-glutamic acid 2 [14.398] Results	[135] 4-hydroxybenzoic acid [14.505] Results	[428] 1,3-diaminopropane 1 [14.708] Results	[236] L-asparagine 2 [14.984] Results	[827] ribitol [15.66] Results	[754] glycerol 1-phosphate [16.056] Results	[738] L-glutamine 3 [16.092] Results	[8742] shikimic acid [16.433] Results	[311] citric acid [16.615] Results	[835] dehydroascorbic acid  1 [16.863] Results	[94214] methyl-beta-D-galactopyranoside   [16.935] Results	[6508] quinic acid [17.076] Results	[5984] fructose 1 [17.288] Results	[5984] fructose 2 [17.288] Results	[24749] D-glucose 1 [17.426] Results	[5962] L-lysine 2 [17.643] Results	[24749] D-glucose 2 [17.625] Results	[6057] tyrosine 2 [17.871] Results	[5780] D-sorbitol [17.898] Results	[128869] galactonic acid 2 [18.504] Results	[985] palmitic acid [18.846] Results	[445858] ferulic acid [19.312] Results	[439184] ribulose-5-phosphate 3 [19.603] Results	[892] myo-inositol [19.354] Results	[5281] stearic acid [20.675] Results	[439958] D-glucose-6-phosphate 2 [21.558] Results	[60961] adenosine [23.825] Results	[5988] Sucrose [23.988] Results	[7427] D-(+) trehalose [24.752] Results	[6255] maltose  2 [24.915] Results	[439451] galactinol 2 [26.479] Results
S4B14	251124_093		0.1391304347826087	1.1565217391304348	6.826086956521739		0.5826086956521739	0.1391304347826087	0.7391304347826086	0.1565217391304348			1.5826086956521739		0.23478260869565218	0.4	2.9217391304347826	0.46956521739130436	0.12173913043478261	0.06086956521739131	0.2608695652173913	0.21739130434782608	0.16521739130434782	0.16521739130434782	0.10434782608695652	1.0	0.40869565217391307	0.1565217391304348	0.8173913043478261	0.8434782608695652	0.08695652173913043	0.3826086956521739	0.6782608695652174	0.3391304347826087	0.3391304347826087	0.3130434782608696		0.28695652173913044	0.14782608695652175	0.2608695652173913	0.17391304347826086	0.6956521739130435		0.7739130434782608	2.1478260869565218	0.14782608695652175	0.17391304347826086	0.4782608695652174	5.956521739130435	0.8695652173913043	0.6260869565217392	0.09565217391304348
S5A34	251124_094			0.7818181818181819	8.727272727272727	0.12727272727272726	0.2909090909090909	0.10909090909090909	0.13636363636363635	0.13636363636363635	0.18181818181818182		1.7545454545454546		0.12727272727272726		1.7818181818181817						0.17272727272727273	0.15454545454545454	0.11818181818181818	1.0	0.7272727272727273	0.10909090909090909	0.13636363636363635	1.2181818181818183	0.13636363636363635	0.4818181818181818	0.38181818181818183	0.5363636363636364	0.5363636363636364	0.8090909090909091	0.22727272727272727	0.24545454545454545	0.1	0.24545454545454545	0.20909090909090908	0.7454545454545455	0.21818181818181817	0.5909090909090909	1.8545454545454545	0.4636363636363636	0.24545454545454545	0.34545454545454546	12.018181818181818	0.6181818181818182	0.3181818181818182	0.5181818181818182
S5A6	251124_095	0.11702127659574468		3.106382978723404	7.5212765957446805	0.4787234042553192		0.723404255319149	4.127659574468085	0.1595744680851064		0.1702127659574468	4.6063829787234045	0.648936170212766		1.0212765957446808	4.414893617021277	0.19148936170212766	0.4148936170212766	0.1702127659574468	0.40425531914893614	0.39361702127659576	0.39361702127659576		0.13829787234042554	1.0	0.2127659574468085		0.6063829787234043	1.4574468085106382	0.14893617021276595		0.5212765957446809		0.9893617021276596	0.5212765957446809	0.1276595744680851	0.26595744680851063	0.46808510638297873	0.6595744680851063	0.2872340425531915	1.2765957446808511	0.18085106382978725	0.4787234042553192	2.723404255319149	0.3191489361702128		0.11702127659574468	6.1063829787234045	0.2765957446808511		0.24468085106382978
S5A17	251124_096	0.13432835820895522	1.1940298507462686	1.1343283582089552	4.208955223880597	2.417910447761194	0.417910447761194	0.7313432835820896	4.626865671641791		0.1791044776119403	0.19402985074626866	4.3283582089552235	0.2537313432835821		0.23880597014925373	6.432835820895522	0.2835820895522388	0.5671641791044776	0.26865671641791045	0.23880597014925373	0.2835820895522388	0.13432835820895522	0.40298507462686567	0.19402985074626866	1.0	0.29850746268656714			0.8507462686567164		0.582089552238806	0.9701492537313433	0.7164179104477612	0.4626865671641791	0.746268656716418		0.3283582089552239	0.2537313432835821	0.31343283582089554	0.2835820895522388	0.8059701492537313	0.208955223880597	0.7164179104477612	4.2835820895522385	0.26865671641791045		0.8656716417910447	24.53731343283582	0.6716417910447762	0.31343283582089554	1.0149253731343284
S5A33	251124_097	0.13043478260869565	0.3695652173913043	3.0434782608695654	15.565217391304348				6.804347826086956		0.3695652173913043		6.956521739130435		0.41304347826086957	0.7391304347826086	9.91304347826087					0.34782608695652173	0.45652173913043476		0.3695652173913043	1.0	0.5217391304347826	0.30434782608695654	0.2826086956521739	4.586956521739131	0.2391304347826087	1.5869565217391304	0.41304347826086957	1.6521739130434783	0.9782608695652174	4.239130434782608	1.4565217391304348	1.5217391304347827	1.826086956521739	1.5217391304347827		1.5217391304347827	0.5217391304347826	1.8695652173913044	3.1956521739130435	0.7391304347826086	0.391304347826087	0.43478260869565216	68.76086956521739	2.4782608695652173	2.4782608695652173	2.152173913043478
S4B8	251124_098			4.5	13.153846153846153	2.8461538461538463		0.6538461538461539	3.6923076923076925	0.6153846153846154	0.6538461538461539	0.8076923076923077	8.961538461538462	0.46153846153846156	0.5769230769230769		9.076923076923077	0.4230769230769231		1.0	1.6153846153846154	0.9230769230769231		2.3846153846153846	1.8461538461538463	1.0	1.3076923076923077			2.6153846153846154	0.38461538461538464	1.6923076923076923	1.2307692307692308	5.0	1.3846153846153846	2.3846153846153846	0.6923076923076923	0.5769230769230769	0.46153846153846156	0.8076923076923077		5.615384615384615	0.8076923076923077	2.1923076923076925	4.846153846153846	0.6538461538461539	1.0	0.7692307692307693	32.92307692307692	0.6923076923076923	0.9615384615384616	1.5
S4B9	251124_099																																																			
S4B24	251124_100			1.5977011494252873	6.160919540229885			0.21839080459770116	1.7126436781609196	0.14942528735632185		0.22988505747126436	1.793103448275862	0.2413793103448276	0.14942528735632185		1.471264367816092	0.1724137931034483		0.22988505747126436		0.22988505747126436	0.27586206896551724		0.1724137931034483	1.0	0.3563218390804598	0.22988505747126436	0.7126436781609196	0.3103448275862069	0.2988505747126437	0.25287356321839083	0.5287356321839081	1.103448275862069	1.1149425287356323	1.0459770114942528	0.2413793103448276	0.25287356321839083	0.22988505747126436	0.9310344827586207	0.28735632183908044	0.3793103448275862		0.8390804597701149	1.8275862068965518	0.5862068965517241	0.22988505747126436	0.1839080459770115	5.862068965517241	0.5977011494252874	0.25287356321839083	0.5057471264367817
S4B20	251124_101			2.1044776119402986	15.014925373134329	4.3283582089552235	0.31343283582089554	0.6119402985074627	7.701492537313433	0.22388059701492538		0.3283582089552239	7.776119402985074	2.1343283582089554	0.2835820895522388	1.835820895522388	13.776119402985074		1.6865671641791045		1.791044776119403	0.43283582089552236	0.44776119402985076		0.5074626865671642	1.0				2.1343283582089554	0.31343283582089554	0.208955223880597	0.7313432835820896	1.9402985074626866	0.8059701492537313	1.0597014925373134	0.7014925373134329			0.44776119402985076		2.9402985074626864	0.373134328358209	0.9701492537313433	3.2238805970149254	0.6268656716417911	0.34328358208955223	0.6119402985074627	45.19402985074627	1.492537313432836		
S5A3	251124_102	1.0		1.2115384615384615	7.134615384615385	0.2692307692307692	0.23076923076923078		3.5961538461538463	0.3269230769230769	0.28846153846153844		3.9038461538461537		0.46153846153846156	0.4423076923076923	2.4615384615384617	0.2692307692307692	0.38461538461538464		0.36538461538461536	0.6923076923076923	0.34615384615384615	0.23076923076923078	0.3076923076923077	1.0	0.6153846153846154	0.3269230769230769	0.34615384615384615	0.3269230769230769	0.7115384615384616		0.9423076923076923	0.5576923076923077	2.576923076923077	0.8846153846153846	0.2692307692307692	0.34615384615384615			0.4807692307692308	0.6923076923076923		0.8269230769230769	0.9615384615384616	0.8269230769230769	0.5576923076923077	0.4423076923076923	14.75	0.6153846153846154		0.8461538461538461
S5A21	251124_103																																																			
S4B3	251124_104			1.1515151515151516	8.227272727272727	0.7424242424242424			2.5757575757575757	0.25757575757575757	0.19696969696969696	0.2727272727272727	1.5151515151515151	0.30303030303030304	0.6060606060606061		0.3181818181818182	0.48484848484848486	0.2878787878787879	0.30303030303030304	0.21212121212121213	0.25757575757575757		0.25757575757575757		1.0	0.24242424242424243	0.21212121212121213	0.8636363636363636	0.5606060606060606	0.6060606060606061		0.2727272727272727	1.0909090909090908	0.7121212121212122	2.0454545454545454	1.5303030303030303		0.19696969696969696		0.2727272727272727	0.9848484848484849	0.3787878787878788	3.1515151515151514	4.212121212121212	0.5606060606060606	0.3181818181818182		23.863636363636363	1.5454545454545454	1.5606060606060606	0.25757575757575757
S4B22	251124_105		0.4	4.911111111111111	18.044444444444444	0.15555555555555556	0.3333333333333333		1.5777777777777777				2.3777777777777778	0.28888888888888886	0.35555555555555557	3.4	4.844444444444444	0.5333333333333333	0.3333333333333333		2.2	0.4	0.4222222222222222	0.4444444444444444	0.4	1.0	0.4444444444444444	0.4222222222222222	0.37777777777777777	2.6		1.288888888888889		1.6	1.6222222222222222	2.511111111111111	0.35555555555555557	0.28888888888888886	0.4666666666666667			1.3111111111111111	0.3333333333333333	1.3333333333333333	4.266666666666667	0.7333333333333333		0.26666666666666666	6.733333333333333	0.8	0.24444444444444444	0.3111111111111111
S5A38	251124_106	0.20930232558139536	1.8604651162790697	2.046511627906977	13.13953488372093	1.5116279069767442	1.2790697674418605	0.3953488372093023	2.7674418604651163		0.27906976744186046	0.5116279069767442	1.5813953488372092	1.4186046511627908		0.5116279069767442		0.4418604651162791	0.5581395348837209	2.697674418604651		0.20930232558139536	0.5813953488372093	0.3488372093023256		1.0	0.4186046511627907	0.2558139534883721	0.5348837209302325	0.32558139534883723	2.302325581395349	1.5813953488372092	1.1395348837209303	2.302325581395349	1.6744186046511629	2.883720930232558	0.4883720930232558	2.744186046511628	0.2558139534883721	2.7209302325581395	0.32558139534883723	0.4186046511627907		0.5813953488372093	3.0697674418604652	1.2790697674418605	0.8604651162790697	0.18604651162790697	18.25581395348837	0.5116279069767442	0.5116279069767442	1.069767441860465
S5A26	251124_107	4.909090909090909	1.6363636363636365	10.545454545454545	49.0				16.636363636363637	1.7272727272727273	1.9090909090909092	1.9090909090909092	42.18181818181818	3.3636363636363638	2.727272727272727	2.4545454545454546	30.545454545454547	1.9090909090909092	2.090909090909091	1.8181818181818181	6.0	3.909090909090909		1.2727272727272727		1.0	1.3636363636363635	1.1818181818181819	2.4545454545454546	14.272727272727273	1.0	3.1818181818181817	3.1818181818181817	3.4545454545454546	4.090909090909091	4.909090909090909	4.545454545454546			2.727272727272727	2.3636363636363638	3.4545454545454546		9.090909090909092	12.545454545454545	9.0	3.0	1.3636363636363635	74.0	4.454545454545454	4.363636363636363	4.0
S5A18	251124_108																																																			
S4B33	251124_109	1.6153846153846154	0.6153846153846154	4.1923076923076925	17.423076923076923	1.6923076923076923	3.3461538461538463	1.8076923076923077	15.538461538461538	0.6923076923076923			7.423076923076923			2.1538461538461537	13.23076923076923		0.9230769230769231	2.1923076923076925	2.6153846153846154	1.5	1.0	1.0769230769230769	2.0	1.0	2.0	0.6923076923076923		10.923076923076923	0.6923076923076923	1.1153846153846154		5.1923076923076925	5.115384615384615	4.0	0.6923076923076923	3.769230769230769	1.3076923076923077	3.6538461538461537		3.269230769230769	1.4615384615384615	2.6153846153846154	3.076923076923077	0.5769230769230769	1.2692307692307692		23.03846153846154	0.9230769230769231	0.8076923076923077	7.230769230769231
S4B34	251124_110	0.358974358974359		2.0	10.205128205128204	1.0256410256410255		0.48717948717948717	1.564102564102564		0.5128205128205128		2.0256410256410255		0.5384615384615384	0.3333333333333333	2.8461538461538463			0.7692307692307693	0.7948717948717948	0.717948717948718	0.358974358974359			1.0			0.6153846153846154	1.641025641025641	0.5384615384615384		0.48717948717948717			1.3333333333333333	0.48717948717948717	0.5641025641025641	0.5128205128205128	1.8717948717948718	0.6153846153846154	1.1794871794871795		0.9230769230769231	7.051282051282051		0.7435897435897436	0.6153846153846154	8.923076923076923	0.717948717948718	0.48717948717948717	
S5A28	251124_111																																																			
S4B11	251124_112	0.11888111888111888		0.8601398601398601	0.35664335664335667	1.5594405594405594	0.3916083916083916	0.07692307692307693	0.7902097902097902	0.1888111888111888	0.09090909090909091	0.5524475524475524	1.3566433566433567	0.16083916083916083	0.1888111888111888	0.14685314685314685		0.1048951048951049		0.0979020979020979	0.13286713286713286	0.14685314685314685	0.13286713286713286		0.13986013986013987	1.0	0.14685314685314685	0.1258741258741259	0.32167832167832167	0.14685314685314685		0.35664335664335667	0.46153846153846156	0.42657342657342656	0.951048951048951	0.4825174825174825	0.16083916083916083	0.27972027972027974		0.25874125874125875	0.1888111888111888	0.2727272727272727	0.40559440559440557	0.7202797202797203	1.6433566433566433	0.22377622377622378	0.20279720279720279	0.13986013986013987	9.41958041958042	0.24475524475524477	0.15384615384615385	0.44755244755244755
S5A27	251124_113	0.7183098591549296		2.436619718309859	10.267605633802816	0.5633802816901409		0.3380281690140845	1.6619718309859155	0.23943661971830985		0.38028169014084506	2.084507042253521	0.6901408450704225	0.2676056338028169	1.056338028169014	4.535211267605634		0.323943661971831	0.323943661971831	0.30985915492957744	0.323943661971831		0.30985915492957744	0.7887323943661971	1.0	0.49295774647887325	0.323943661971831	0.4225352112676056	1.0140845070422535	0.7464788732394366	0.676056338028169	1.2253521126760563	0.8873239436619719	0.8732394366197183	0.5633802816901409	0.28169014084507044	0.5492957746478874	0.7746478873239436	0.5633802816901409	0.28169014084507044	1.0140845070422535		1.0704225352112675	2.1971830985915495	0.5211267605633803	0.4225352112676056		14.380281690140846	1.1267605633802817	0.36619718309859156	0.6197183098591549
S5A39	251124_114		0.4642857142857143	3.3214285714285716	11.75	2.2857142857142856	1.8928571428571428		3.107142857142857	0.39285714285714285	0.5		1.4642857142857142	3.0714285714285716	0.42857142857142855	0.39285714285714285	0.35714285714285715	0.4642857142857143	0.5357142857142857		0.5714285714285714			0.8214285714285714		1.0	0.7857142857142857		1.7857142857142858	0.42857142857142855	1.2857142857142858	0.32142857142857145	0.75	3.1785714285714284	6.178571428571429	3.2857142857142856	1.9642857142857142	1.6071428571428572		0.35714285714285715	0.5357142857142857	3.0	0.8214285714285714	3.4642857142857144	2.9642857142857144		0.8214285714285714	0.7142857142857143	24.392857142857142	2.392857142857143		1.5
S5A37	251124_115			3.4603174603174605	25.238095238095237	0.3333333333333333	0.4444444444444444	0.20634920634920634	3.634920634920635		0.3333333333333333	0.8095238095238095	7.682539682539683			1.1746031746031746	8.285714285714286	0.30158730158730157		0.47619047619047616	1.6031746031746033	0.5238095238095238		2.5714285714285716	2.0317460317460316	1.0	0.5396825396825397	0.31746031746031744	0.20634920634920634	1.1746031746031746		1.3968253968253967	0.8095238095238095	1.0317460317460319	1.5238095238095237	0.47619047619047616	0.23809523809523808	1.3492063492063493	0.23809523809523808	0.5555555555555556	0.3492063492063492	0.25396825396825395	0.31746031746031744	1.4761904761904763	3.111111111111111	1.1587301587301588	1.3650793650793651	0.42857142857142855	31.03174603174603	0.5238095238095238	0.3492063492063492	0.47619047619047616
S4B29	251124_116			1.576271186440678	12.711864406779661	2.830508474576271	0.6949152542372882	1.1694915254237288	4.271186440677966	0.3389830508474576	0.4067796610169492	0.4915254237288136	2.542372881355932	0.3559322033898305		0.3898305084745763	0.8813559322033898	0.2033898305084746		0.3559322033898305	0.23728813559322035			0.3050847457627119		1.0		0.3389830508474576		0.4915254237288136	0.3220338983050847	1.3389830508474576		1.576271186440678	1.5423728813559323	2.440677966101695		0.3728813559322034	0.3389830508474576	0.3728813559322034	0.4067796610169492		1.8644067796610169	0.576271186440678	3.6271186440677967	1.0169491525423728	0.2542372881355932	0.2033898305084746	10.101694915254237	1.3389830508474576	0.8813559322033898	0.6271186440677966
S5A35	251124_117	0.9333333333333333	2.2666666666666666	13.266666666666667	42.333333333333336			1.3333333333333333	9.666666666666666		1.3333333333333333	1.7333333333333334	25.4				17.933333333333334		1.6666666666666667		3.066666666666667	1.9333333333333333	1.2	0.8666666666666667	0.9333333333333333	1.0	1.8666666666666667		1.2	9.266666666666667	1.1333333333333333	3.466666666666667		7.6	7.533333333333333	3.7333333333333334	2.4		3.2666666666666666			6.666666666666667	1.8	3.066666666666667	14.4	2.8666666666666667		1.6	70.6		1.4666666666666666	1.5333333333333334
S4B26	251124_118		1.5087719298245614	1.105263157894737	15.333333333333334	1.894736842105263	0.43859649122807015	0.24561403508771928	3.456140350877193	0.2631578947368421	0.2631578947368421	0.3333333333333333	2.736842105263158			0.14035087719298245	0.5964912280701754		0.2982456140350877	0.19298245614035087	0.15789473684210525	0.2807017543859649	0.43859649122807015	0.2982456140350877	0.22807017543859648	1.0		0.21052631578947367	0.9824561403508771	0.15789473684210525	1.0701754385964912	0.9298245614035088	0.5263157894736842	1.0	0.8070175438596491	0.8947368421052632		0.7368421052631579	0.6140350877192983	0.7543859649122807	0.38596491228070173	0.7894736842105263	0.3684210526315789	1.0175438596491229	2.4210526315789473	0.6666666666666666	0.15789473684210525	0.2982456140350877	14.649122807017545	1.5263157894736843	0.543859649122807	0.38596491228070173
S5A15	251124_119			1.6625	5.2	0.35	0.5375	0.2	4.2125	0.125	0.175	0.1375	3.825	0.6125		0.35	4.55	0.1875	0.4125	0.5875	0.375		0.225	0.175	0.225	1.0	0.8	0.15		1.6625	0.275	0.725	0.725	0.35		0.6875	0.4125	0.225	0.2125	0.3125		0.35	0.2125	0.575	2.5875	0.6	0.3375	0.1875	5.175	0.7125	0.6875	0.5625
S4B12	251124_120	0.23255813953488372		1.4651162790697674	3.5930232558139537	0.1744186046511628	0.26744186046511625	0.43023255813953487	1.7790697674418605	0.20930232558139536	0.1744186046511628		0.6744186046511628	0.12790697674418605	0.20930232558139536	0.18604651162790697	1.3372093023255813	0.19767441860465115	0.13953488372093023		0.18604651162790697	0.22093023255813954		0.313953488372093	0.3953488372093023	1.0	0.3023255813953488	0.313953488372093	1.244186046511628	1.0465116279069768		0.2558139534883721		0.9534883720930233	0.9534883720930233	0.6744186046511628	0.23255813953488372	0.4186046511627907	1.0930232558139534			0.3953488372093023		0.19767441860465115	1.2790697674418605	0.6976744186046512	0.5232558139534884	0.37209302325581395	3.3488372093023258	0.20930232558139536	0.22093023255813954	0.3023255813953488
S4B2	251124_121																																																			
